Name of Painter,Subject of Painting,Style,Medium,Size,Frame,Location,Price ($),Delivery (days),Shipment,Color Palette,Copy or Original,Print or Real,Recommended Environment,Mood/Atmosphere,Theme/Lighting Requirements,Reproduction Type,Target Audience
Frida,Seascape,Modern,Mixed Media,"18""x24""",Yes,Miami,938,10,Express,Earthy Tones,Original,Real,Office,Joyful,Dim Light,Lithograph,Corporate Clients
Frida,Fantasy,Modern,Acrylic,"24""x36""",Yes,Montreal,157,4,Express,Oceanic Tones,Original,Print,Bedroom,Energetic,Dim Light,Screen Print,Young Professionals
Ava,Abstract,Realism,Watercolor,"16""x20""",Yes,Miami,719,8,Free Shipping,Earthy Tones,Copy,Real,Kid Room,Calming,Dim Light,Screen Print,Families
Noah,Abstract,Realism,Charcoal,"18""x24""",No,Los Angeles,368,5,Standard,Cool Tones,Copy,Print,Living Room,Reflective,Dim Light,Lithograph,Art Collectors
Emma,Portrait,Modern,Watercolor,"30""x40""",No,Los Angeles,956,4,Express,Earthy Tones,Copy,Print,Kid Room,Calming,Bright Light,Fine Art Print,Art Collectors
Liam,Portrait,Abstract Expressionism,Watercolor,"24""x36""",No,Chicago,853,10,Express,Earthy Tones,Original,Real,Living Room,Reflective,Dim Light,Lithograph,Young Professionals
Claude,Abstract,Modern,Acrylic,"30""x40""",No,Vancouver,875,4,Express,Warm Tones,Copy,Real,Office,Joyful,Bright Light,N/A,Young Professionals
Claude,Fantasy,Realism,Charcoal,"18""x24""",Yes,Chicago,813,4,Standard,Cool Tones,Copy,Real,Living Room,Relaxing,Bright Light,N/A,Young Professionals
Leonardo,Abstract,Modern,Acrylic,"20""x30""",Yes,Calgary,212,6,Express,Neutral Tones,Original,Print,Gallery,Relaxing,Dim Light,N/A,Young Professionals
Claude,Abstract,Realism,Acrylic,"18""x24""",No,Toronto,848,9,Free Shipping,Warm Tones,Original,Print,Kid Room,Relaxing,Natural Light,Lithograph,Young Professionals
Olivia,Seascape,Cubism,Mixed Media,"30""x40""",Yes,Calgary,339,4,Standard,Earthy Tones,Original,Real,Kid Room,Reflective,Bright Light,Fine Art Print,Corporate Clients
Liam,Fantasy,Modern,Acrylic,"18""x24""",No,Los Angeles,671,10,Standard,Oceanic Tones,Original,Print,Gallery,Joyful,Bright Light,Lithograph,Families
Emma,Seascape,Modern,Watercolor,"18""x24""",No,New York,875,9,Standard,Cool Tones,Original,Print,Kid Room,Reflective,Dim Light,Screen Print,Corporate Clients
Noah,Fantasy,Realism,Oil,"24""x36""",Yes,Toronto,221,6,Free Shipping,Cool Tones,Copy,Print,Office,Joyful,Natural Light,N/A,Families
Pablo,Seascape,Surrealism,Mixed Media,"16""x20""",No,Toronto,663,5,Standard,Warm Tones,Copy,Real,Living Room,Calming,Bright Light,Lithograph,Interior Designers
Leonardo,Seascape,Cubism,Mixed Media,"18""x24""",Yes,Chicago,840,10,Free Shipping,Oceanic Tones,Original,Print,Bedroom,Reflective,Bright Light,Giclée,Corporate Clients
Vincent,Abstract,Cubism,Mixed Media,"30""x40""",Yes,Chicago,221,4,Standard,Warm Tones,Original,Print,Living Room,Reflective,Bright Light,Lithograph,Interior Designers
Olivia,Wildlife,Impressionism,Mixed Media,"24""x36""",Yes,New York,352,6,Free Shipping,Oceanic Tones,Copy,Real,Gallery,Calming,Bright Light,Giclée,Art Collectors
Leonardo,Abstract,Surrealism,Charcoal,"16""x20""",Yes,Calgary,840,10,Free Shipping,Oceanic Tones,Original,Print,Living Room,Calming,Bright Light,Lithograph,Art Collectors
Pablo,Landscape,Modern,Oil,"30""x40""",Yes,Vancouver,605,4,Express,Neutral Tones,Original,Print,Kid Room,Reflective,Dim Light,N/A,Interior Designers
Pablo,Abstract,Surrealism,Acrylic,"16""x20""",Yes,Montreal,731,10,Free Shipping,Neutral Tones,Original,Print,Office,Joyful,Bright Light,Lithograph,Young Professionals
Leonardo,Wildlife,Surrealism,Charcoal,"18""x24""",No,Calgary,680,7,Express,Cool Tones,Copy,Real,Bedroom,Joyful,Dim Light,N/A,Families
Olivia,Abstract,Surrealism,Oil,"16""x20""",No,Los Angeles,396,3,Express,Earthy Tones,Original,Real,Living Room,Joyful,Dim Light,Screen Print,Interior Designers
Jija,Abstract,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,924,7,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Calming,Dim Light,Fine Art Print,Young Professionals
Leonardo,Abstract,Realism,Mixed Media,"20""x30""",Yes,Chicago,879,5,Standard,Oceanic Tones,Copy,Real,Living Room,Joyful,Dim Light,Giclée,Corporate Clients
Olivia,Fantasy,Modern,Watercolor,"20""x30""",No,Montreal,680,9,Express,Oceanic Tones,Original,Real,Kid Room,Calming,Dim Light,N/A,Corporate Clients
Olivia,Wildlife,Abstract Expressionism,Oil,"20""x30""",No,Montreal,294,3,Standard,Cool Tones,Copy,Print,Office,Reflective,Dim Light,Screen Print,Families
Liam,Abstract,Abstract Expressionism,Oil,"30""x40""",Yes,Chicago,891,4,Free Shipping,Oceanic Tones,Copy,Print,Living Room,Joyful,Bright Light,Lithograph,Corporate Clients
Jija,Seascape,Abstract Expressionism,Watercolor,"16""x20""",No,Montreal,171,8,Free Shipping,Neutral Tones,Copy,Real,Living Room,Joyful,Bright Light,Giclée,Interior Designers
Leonardo,Abstract,Abstract Expressionism,Watercolor,"20""x30""",No,Chicago,558,4,Free Shipping,Earthy Tones,Copy,Real,Gallery,Joyful,Bright Light,Lithograph,Young Professionals
Pablo,Seascape,Modern,Mixed Media,"24""x36""",No,New York,868,6,Standard,Warm Tones,Original,Real,Office,Reflective,Bright Light,Giclée,Corporate Clients
Emma,Landscape,Realism,Acrylic,"16""x20""",Yes,New York,396,6,Standard,Earthy Tones,Original,Real,Bedroom,Reflective,Natural Light,Giclée,Young Professionals
Jija,Wildlife,Surrealism,Watercolor,"30""x40""",No,Montreal,854,7,Free Shipping,Oceanic Tones,Original,Real,Living Room,Relaxing,Bright Light,Screen Print,Art Collectors
Jija,Abstract,Abstract Expressionism,Watercolor,"18""x24""",No,Montreal,221,8,Standard,Cool Tones,Original,Print,Living Room,Calming,Natural Light,N/A,Interior Designers
Emma,Portrait,Impressionism,Watercolor,"30""x40""",Yes,Montreal,879,6,Express,Warm Tones,Copy,Print,Kid Room,Relaxing,Bright Light,Fine Art Print,Corporate Clients
Olivia,Seascape,Modern,Acrylic,"16""x20""",Yes,Montreal,657,4,Express,Oceanic Tones,Original,Real,Office,Joyful,Bright Light,Screen Print,Families
Olivia,Landscape,Impressionism,Mixed Media,"20""x30""",Yes,Toronto,938,9,Standard,Cool Tones,Copy,Real,Kid Room,Reflective,Bright Light,Screen Print,Interior Designers
Vincent,Still Life,Modern,Oil,"20""x30""",No,New York,746,10,Standard,Cool Tones,Original,Print,Gallery,Calming,Natural Light,N/A,Families
Noah,Abstract,Cubism,Acrylic,"30""x40""",Yes,Chicago,704,6,Express,Oceanic Tones,Copy,Real,Gallery,Calming,Natural Light,N/A,Corporate Clients
Emma,Seascape,Cubism,Acrylic,"16""x20""",No,Los Angeles,891,4,Express,Oceanic Tones,Copy,Print,Office,Calming,Natural Light,N/A,Corporate Clients
Olivia,Fantasy,Cubism,Watercolor,"24""x36""",Yes,Vancouver,680,4,Standard,Earthy Tones,Original,Print,Office,Relaxing,Bright Light,N/A,Young Professionals
Jija,Abstract,Surrealism,Watercolor,"30""x40""",Yes,Montreal,854,7,Standard,Oceanic Tones,Copy,Real,Gallery,Calming,Bright Light,N/A,Corporate Clients
Leonardo,Wildlife,Realism,Watercolor,"18""x24""",Yes,Chicago,683,5,Express,Neutral Tones,Original,Real,Bedroom,Energetic,Bright Light,Screen Print,Art Collectors
Noah,Portrait,Realism,Oil,"18""x24""",No,Miami,933,4,Express,Cool Tones,Original,Real,Kid Room,Energetic,Dim Light,Lithograph,Corporate Clients
Leonardo,Seascape,Cubism,Acrylic,"20""x30""",No,Miami,308,4,Standard,Cool Tones,Original,Real,Office,Calming,Bright Light,Giclée,Art Collectors
Jija,Fantasy,Abstract Expressionism,Watercolor,"18""x24""",Yes,Montreal,334,6,Standard,Oceanic Tones,Copy,Real,Living Room,Calming,Dim Light,N/A,Families
Noah,Seascape,Surrealism,Mixed Media,"24""x36""",Yes,Vancouver,231,8,Express,Warm Tones,Copy,Real,Bedroom,Reflective,Bright Light,N/A,Art Collectors
Liam,Still Life,Impressionism,Charcoal,"24""x36""",Yes,Chicago,205,7,Free Shipping,Cool Tones,Copy,Real,Office,Relaxing,Dim Light,N/A,Families
Liam,Fantasy,Impressionism,Oil,"30""x40""",Yes,Miami,746,6,Free Shipping,Oceanic Tones,Copy,Print,Kid Room,Relaxing,Dim Light,Fine Art Print,Interior Designers
Liam,Landscape,Surrealism,Acrylic,"24""x36""",No,Vancouver,746,5,Free Shipping,Oceanic Tones,Original,Real,Gallery,Energetic,Bright Light,Lithograph,Young Professionals
Liam,Portrait,Impressionism,Watercolor,"20""x30""",No,Miami,581,10,Standard,Earthy Tones,Original,Real,Bedroom,Relaxing,Bright Light,Giclée,Families
Frida,Portrait,Abstract Expressionism,Charcoal,"30""x40""",No,Vancouver,344,6,Free Shipping,Oceanic Tones,Original,Print,Bedroom,Joyful,Dim Light,Screen Print,Interior Designers
Emma,Seascape,Surrealism,Watercolor,"18""x24""",Yes,Vancouver,965,7,Express,Cool Tones,Copy,Real,Kid Room,Joyful,Natural Light,Lithograph,Interior Designers
Claude,Wildlife,Abstract Expressionism,Acrylic,"30""x40""",Yes,Calgary,234,8,Express,Neutral Tones,Copy,Real,Gallery,Joyful,Natural Light,Lithograph,Families
Leonardo,Seascape,Realism,Watercolor,"18""x24""",No,Toronto,179,4,Standard,Neutral Tones,Original,Real,Bedroom,Reflective,Natural Light,Screen Print,Young Professionals
Pablo,Wildlife,Abstract Expressionism,Charcoal,"18""x24""",Yes,Toronto,605,7,Free Shipping,Cool Tones,Original,Real,Living Room,Relaxing,Dim Light,Giclée,Art Collectors
Vincent,Fantasy,Modern,Watercolor,"30""x40""",Yes,Calgary,938,5,Free Shipping,Neutral Tones,Original,Real,Bedroom,Calming,Bright Light,N/A,Corporate Clients
Claude,Landscape,Surrealism,Watercolor,"30""x40""",Yes,Los Angeles,157,7,Free Shipping,Cool Tones,Original,Real,Gallery,Relaxing,Dim Light,N/A,Families
Jija,Wildlife,Modern,Watercolor,"20""x30""",No,Montreal,499,9,Standard,Earthy Tones,Original,Real,Living Room,Relaxing,Bright Light,Giclée,Art Collectors
Frida,Abstract,Modern,Mixed Media,"16""x20""",No,Los Angeles,581,4,Standard,Neutral Tones,Copy,Real,Kid Room,Reflective,Natural Light,N/A,Families
Jija,Landscape,Modern,Watercolor,"30""x40""",Yes,Montreal,644,4,Standard,Oceanic Tones,Copy,Print,Living Room,Energetic,Bright Light,N/A,Young Professionals
Olivia,Wildlife,Cubism,Watercolor,"24""x36""",No,New York,171,4,Free Shipping,Cool Tones,Copy,Real,Kid Room,Joyful,Bright Light,N/A,Corporate Clients
Noah,Fantasy,Modern,Mixed Media,"20""x30""",No,Toronto,212,7,Standard,Neutral Tones,Original,Print,Gallery,Reflective,Dim Light,N/A,Young Professionals
Noah,Wildlife,Surrealism,Mixed Media,"30""x40""",Yes,Vancouver,161,10,Standard,Oceanic Tones,Original,Real,Kid Room,Reflective,Dim Light,Fine Art Print,Interior Designers
Claude,Still Life,Cubism,Oil,"18""x24""",Yes,Miami,576,4,Express,Warm Tones,Original,Print,Bedroom,Reflective,Dim Light,Screen Print,Art Collectors
Noah,Fantasy,Cubism,Acrylic,"18""x24""",Yes,Calgary,171,8,Standard,Warm Tones,Original,Print,Bedroom,Joyful,Natural Light,N/A,Corporate Clients
Leonardo,Portrait,Cubism,Mixed Media,"20""x30""",No,Los Angeles,734,9,Free Shipping,Cool Tones,Copy,Print,Living Room,Joyful,Dim Light,Lithograph,Corporate Clients
Olivia,Fantasy,Realism,Oil,"24""x36""",Yes,Toronto,508,7,Free Shipping,Warm Tones,Original,Print,Kid Room,Relaxing,Bright Light,Screen Print,Art Collectors
Leonardo,Landscape,Cubism,Watercolor,"24""x36""",Yes,Los Angeles,290,7,Free Shipping,Oceanic Tones,Original,Real,Kid Room,Energetic,Natural Light,Lithograph,Art Collectors
Jija,Still Life,Realism,Watercolor,"24""x36""",Yes,Montreal,794,6,Free Shipping,Earthy Tones,Original,Real,Bedroom,Relaxing,Bright Light,Screen Print,Interior Designers
Claude,Fantasy,Surrealism,Acrylic,"20""x30""",No,New York,943,7,Free Shipping,Warm Tones,Original,Print,Bedroom,Reflective,Dim Light,Giclée,Young Professionals
Noah,Abstract,Cubism,Acrylic,"24""x36""",No,Chicago,245,7,Express,Oceanic Tones,Original,Print,Bedroom,Energetic,Dim Light,Lithograph,Interior Designers
Claude,Still Life,Impressionism,Acrylic,"20""x30""",No,Toronto,197,9,Express,Cool Tones,Copy,Print,Office,Reflective,Bright Light,Lithograph,Young Professionals
Jija,Portrait,Realism,Watercolor,"24""x36""",No,Montreal,704,3,Standard,Neutral Tones,Copy,Print,Kid Room,Calming,Natural Light,Lithograph,Corporate Clients
Liam,Landscape,Modern,Acrylic,"18""x24""",No,Miami,840,4,Standard,Earthy Tones,Original,Real,Kid Room,Reflective,Dim Light,Screen Print,Art Collectors
Vincent,Fantasy,Modern,Watercolor,"16""x20""",Yes,Miami,891,6,Free Shipping,Neutral Tones,Copy,Real,Living Room,Energetic,Natural Light,N/A,Families
Claude,Landscape,Impressionism,Mixed Media,"20""x30""",No,Toronto,149,6,Express,Warm Tones,Copy,Print,Office,Relaxing,Dim Light,N/A,Young Professionals
Ava,Wildlife,Cubism,Watercolor,"20""x30""",No,Miami,157,8,Express,Neutral Tones,Original,Real,Bedroom,Calming,Natural Light,Screen Print,Art Collectors
Claude,Still Life,Impressionism,Oil,"16""x20""",No,Toronto,469,10,Free Shipping,Cool Tones,Original,Print,Living Room,Energetic,Natural Light,N/A,Art Collectors
Jija,Still Life,Impressionism,Watercolor,"24""x36""",No,Montreal,508,10,Express,Earthy Tones,Original,Real,Bedroom,Energetic,Bright Light,Screen Print,Families
Pablo,Abstract,Realism,Watercolor,"16""x20""",No,Toronto,505,5,Free Shipping,Oceanic Tones,Original,Print,Gallery,Joyful,Dim Light,N/A,Art Collectors
Leonardo,Wildlife,Abstract Expressionism,Acrylic,"24""x36""",No,Los Angeles,222,10,Express,Cool Tones,Copy,Print,Kid Room,Energetic,Bright Light,Lithograph,Families
Liam,Abstract,Impressionism,Charcoal,"18""x24""",Yes,Toronto,640,5,Express,Cool Tones,Original,Real,Kid Room,Reflective,Natural Light,N/A,Art Collectors
Liam,Landscape,Cubism,Oil,"20""x30""",No,Calgary,368,3,Express,Cool Tones,Original,Real,Gallery,Energetic,Dim Light,N/A,Young Professionals
Frida,Abstract,Abstract Expressionism,Oil,"18""x24""",Yes,Toronto,505,6,Standard,Neutral Tones,Copy,Print,Living Room,Relaxing,Bright Light,Giclée,Interior Designers
Jija,Abstract,Abstract Expressionism,Watercolor,"16""x20""",No,Montreal,161,6,Standard,Warm Tones,Copy,Real,Kid Room,Joyful,Natural Light,N/A,Families
Vincent,Abstract,Surrealism,Mixed Media,"24""x36""",Yes,Montreal,459,8,Free Shipping,Warm Tones,Original,Print,Bedroom,Joyful,Natural Light,Giclée,Interior Designers
Ava,Seascape,Surrealism,Watercolor,"20""x30""",Yes,Toronto,840,7,Standard,Oceanic Tones,Copy,Print,Kid Room,Calming,Natural Light,N/A,Interior Designers
Liam,Portrait,Surrealism,Watercolor,"24""x36""",No,Calgary,868,8,Free Shipping,Cool Tones,Original,Real,Kid Room,Relaxing,Bright Light,Lithograph,Families
Noah,Portrait,Impressionism,Watercolor,"20""x30""",No,Calgary,719,5,Express,Oceanic Tones,Copy,Real,Living Room,Relaxing,Natural Light,Lithograph,Interior Designers
Olivia,Wildlife,Modern,Mixed Media,"24""x36""",No,Calgary,231,9,Free Shipping,Warm Tones,Original,Print,Gallery,Joyful,Dim Light,Lithograph,Art Collectors
Jija,Fantasy,Realism,Watercolor,"16""x20""",Yes,Montreal,413,3,Express,Cool Tones,Copy,Real,Gallery,Reflective,Dim Light,Giclée,Interior Designers
Emma,Wildlife,Abstract Expressionism,Acrylic,"18""x24""",No,New York,127,9,Express,Oceanic Tones,Copy,Real,Living Room,Reflective,Bright Light,Lithograph,Interior Designers
Frida,Portrait,Impressionism,Mixed Media,"24""x36""",No,Calgary,508,5,Express,Cool Tones,Original,Print,Office,Joyful,Dim Light,Lithograph,Families
Liam,Portrait,Realism,Acrylic,"20""x30""",No,Toronto,171,10,Standard,Earthy Tones,Copy,Print,Bedroom,Energetic,Natural Light,Screen Print,Interior Designers
Emma,Abstract,Realism,Mixed Media,"24""x36""",No,Montreal,649,6,Express,Neutral Tones,Copy,Print,Kid Room,Calming,Bright Light,Screen Print,Families
Jija,Portrait,Modern,Watercolor,"16""x20""",No,Montreal,339,3,Free Shipping,Cool Tones,Original,Real,Office,Reflective,Bright Light,N/A,Art Collectors
Vincent,Landscape,Surrealism,Charcoal,"30""x40""",No,Chicago,605,6,Standard,Neutral Tones,Copy,Print,Gallery,Reflective,Natural Light,Lithograph,Young Professionals
Pablo,Still Life,Impressionism,Oil,"16""x20""",Yes,New York,539,6,Free Shipping,Warm Tones,Copy,Print,Gallery,Relaxing,Natural Light,N/A,Corporate Clients
Frida,Wildlife,Impressionism,Watercolor,"24""x36""",No,Los Angeles,938,7,Express,Neutral Tones,Original,Print,Office,Joyful,Dim Light,N/A,Corporate Clients
Frida,Still Life,Realism,Mixed Media,"16""x20""",Yes,Miami,813,9,Standard,Cool Tones,Copy,Real,Living Room,Energetic,Bright Light,Giclée,Interior Designers
Claude,Abstract,Abstract Expressionism,Mixed Media,"18""x24""",No,Miami,127,8,Express,Warm Tones,Original,Print,Office,Relaxing,Bright Light,N/A,Families
Leonardo,Still Life,Realism,Charcoal,"24""x36""",No,Montreal,857,6,Express,Warm Tones,Copy,Real,Office,Relaxing,Natural Light,Lithograph,Young Professionals
Liam,Still Life,Cubism,Acrylic,"30""x40""",Yes,Vancouver,179,5,Free Shipping,Cool Tones,Original,Print,Office,Relaxing,Bright Light,Lithograph,Young Professionals
Noah,Landscape,Modern,Charcoal,"24""x36""",Yes,Vancouver,782,9,Free Shipping,Cool Tones,Original,Print,Gallery,Relaxing,Dim Light,Screen Print,Young Professionals
Ava,Portrait,Abstract Expressionism,Oil,"24""x36""",Yes,Calgary,782,10,Express,Cool Tones,Original,Real,Gallery,Calming,Dim Light,Giclée,Young Professionals
Claude,Landscape,Cubism,Mixed Media,"16""x20""",No,Los Angeles,785,7,Standard,Oceanic Tones,Original,Real,Gallery,Reflective,Natural Light,Lithograph,Interior Designers
Noah,Abstract,Cubism,Charcoal,"24""x36""",No,Vancouver,715,6,Express,Cool Tones,Original,Print,Living Room,Relaxing,Natural Light,N/A,Corporate Clients
Claude,Portrait,Realism,Charcoal,"18""x24""",Yes,Montreal,825,6,Free Shipping,Neutral Tones,Copy,Print,Bedroom,Reflective,Natural Light,Lithograph,Families
Liam,Abstract,Realism,Mixed Media,"24""x36""",No,Montreal,508,10,Free Shipping,Earthy Tones,Copy,Print,Gallery,Energetic,Natural Light,N/A,Art Collectors
Noah,Seascape,Realism,Acrylic,"16""x20""",No,Los Angeles,334,6,Express,Earthy Tones,Copy,Real,Bedroom,Relaxing,Dim Light,Lithograph,Corporate Clients
Ava,Still Life,Realism,Oil,"24""x36""",Yes,Vancouver,413,9,Free Shipping,Warm Tones,Original,Print,Bedroom,Reflective,Dim Light,Screen Print,Interior Designers
Liam,Wildlife,Impressionism,Oil,"20""x30""",No,Chicago,539,10,Express,Oceanic Tones,Original,Real,Kid Room,Relaxing,Bright Light,Lithograph,Young Professionals
Claude,Abstract,Abstract Expressionism,Charcoal,"20""x30""",No,Miami,975,9,Free Shipping,Warm Tones,Original,Real,Gallery,Calming,Bright Light,N/A,Corporate Clients
Vincent,Seascape,Modern,Watercolor,"18""x24""",No,Los Angeles,774,8,Free Shipping,Earthy Tones,Original,Real,Gallery,Calming,Natural Light,Screen Print,Art Collectors
Emma,Portrait,Impressionism,Watercolor,"30""x40""",Yes,Chicago,727,6,Express,Neutral Tones,Original,Real,Kid Room,Joyful,Bright Light,Fine Art Print,Corporate Clients
Olivia,Landscape,Impressionism,Mixed Media,"20""x30""",No,New York,771,10,Standard,Neutral Tones,Original,Real,Living Room,Relaxing,Dim Light,N/A,Young Professionals
Claude,Wildlife,Abstract Expressionism,Watercolor,"18""x24""",No,Miami,245,3,Express,Cool Tones,Original,Real,Bedroom,Calming,Dim Light,Lithograph,Corporate Clients
Emma,Fantasy,Surrealism,Charcoal,"24""x36""",Yes,Vancouver,234,7,Express,Earthy Tones,Copy,Print,Living Room,Joyful,Bright Light,Lithograph,Families
Olivia,Still Life,Cubism,Oil,"24""x36""",No,Los Angeles,663,6,Standard,Cool Tones,Original,Print,Gallery,Energetic,Dim Light,Giclée,Corporate Clients
Jija,Seascape,Realism,Watercolor,"24""x36""",Yes,Montreal,334,6,Express,Oceanic Tones,Original,Real,Office,Relaxing,Dim Light,Giclée,Interior Designers
Jija,Fantasy,Modern,Watercolor,"24""x36""",Yes,Montreal,384,6,Free Shipping,Earthy Tones,Original,Real,Bedroom,Reflective,Bright Light,Lithograph,Art Collectors
Liam,Still Life,Modern,Charcoal,"24""x36""",Yes,Toronto,913,3,Standard,Oceanic Tones,Original,Real,Office,Reflective,Natural Light,N/A,Art Collectors
Leonardo,Landscape,Abstract Expressionism,Acrylic,"18""x24""",Yes,Los Angeles,157,8,Standard,Warm Tones,Copy,Print,Bedroom,Reflective,Natural Light,Lithograph,Art Collectors
Emma,Landscape,Modern,Mixed Media,"24""x36""",Yes,Chicago,924,7,Free Shipping,Warm Tones,Copy,Real,Kid Room,Joyful,Dim Light,N/A,Young Professionals
Frida,Still Life,Modern,Watercolor,"24""x36""",Yes,Los Angeles,294,3,Standard,Neutral Tones,Copy,Print,Bedroom,Relaxing,Dim Light,Screen Print,Families
